Datetime,Open,High,Low,Close,Adj Close,Volume
2021-05-21 09:30:00-04:00,596.1099853515625,596.6799926757812,593.02001953125,593.5700073242188,593.5700073242188,1344472
2021-05-21 09:31:00-04:00,593.3358154296875,593.8900146484375,591.9000244140625,593.3599853515625,593.3599853515625,249202
2021-05-21 09:32:00-04:00,593.1099853515625,593.2100830078125,591.5,591.8699951171875,591.8699951171875,187406
2021-05-21 09:33:00-04:00,591.6500854492188,591.8900146484375,590.2100219726562,590.85009765625,590.85009765625,177936
2021-05-21 09:34:00-04:00,591.2359008789062,592.9190063476562,590.2999877929688,592.0097045898438,592.0097045898438,202718
2021-05-21 09:35:00-04:00,591.72998046875,592.5698852539062,589.52001953125,590.4500122070312,590.4500122070312,195775
2021-05-21 09:36:00-04:00,590.0800170898438,591.0,589.110107421875,589.2849731445312,589.2849731445312,141668
2021-05-21 09:37:00-04:00,589.1544799804688,590.2000122070312,589.1099853515625,589.2545776367188,589.2545776367188,144597
2021-05-21 09:38:00-04:00,589.2341918945312,589.6998901367188,587.2999877929688,588.0999755859375,588.0999755859375,241386
2021-05-21 09:39:00-04:00,588.02001953125,588.7000122070312,587.3099975585938,588.1331176757812,588.1331176757812,141809
2021-05-21 09:40:00-04:00,588.2913208007812,588.6500244140625,586.8400268554688,588.4400024414062,588.4400024414062,225954
2021-05-21 09:41:00-04:00,588.364990234375,589.8800048828125,588.1525268554688,588.72998046875,588.72998046875,206099
2021-05-21 09:42:00-04:00,588.72900390625,589.6599731445312,588.2800903320312,589.0,589.0,136683
2021-05-21 09:43:00-04:00,588.8200073242188,589.9500122070312,587.6900024414062,587.6900024414062,587.6900024414062,174422
2021-05-21 09:44:00-04:00,587.5999755859375,588.0,585.760009765625,586.1300048828125,586.1300048828125,230690
2021-05-21 09:45:00-04:00,586.280029296875,587.22998046875,585.72998046875,586.0399780273438,586.0399780273438,143650
2021-05-21 09:46:00-04:00,586.1099853515625,587.47998046875,585.2000122070312,586.5999755859375,586.5999755859375,151630
2021-05-21 09:47:00-04:00,586.8400268554688,588.7000122070312,586.7376098632812,588.55029296875,588.55029296875,141583
2021-05-21 09:48:00-04:00,588.5595092773438,590.1235961914062,588.0,589.2999877929688,589.2999877929688,182502
2021-05-21 09:49:00-04:00,589.5798950195312,590.1400146484375,588.760009765625,589.5800170898438,589.5800170898438,110413
2021-05-21 09:50:00-04:00,589.6331787109375,590.719970703125,588.0499877929688,588.0499877929688,588.0499877929688,142119
2021-05-21 09:51:00-04:00,588.1500244140625,588.8699951171875,587.7100219726562,588.77001953125,588.77001953125,78031
2021-05-21 09:52:00-04:00,588.5831298828125,588.7999267578125,587.0399780273438,588.0,588.0,88994
2021-05-21 09:53:00-04:00,587.746826171875,589.0800170898438,587.4041137695312,588.989990234375,588.989990234375,91375
2021-05-21 09:54:00-04:00,589.0,591.22998046875,588.6799926757812,591.22998046875,591.22998046875,155797
2021-05-21 09:55:00-04:00,591.2498779296875,591.47998046875,590.6203002929688,590.8300170898438,590.8300170898438,121629
2021-05-21 09:56:00-04:00,590.7401733398438,591.969970703125,590.4356079101562,591.4249877929688,591.4249877929688,137395
2021-05-21 09:57:00-04:00,591.1685180664062,593.25,591.1685180664062,592.9136962890625,592.9136962890625,199323
2021-05-21 09:58:00-04:00,592.844970703125,593.25,592.0800170898438,592.25,592.25,117365
2021-05-21 09:59:00-04:00,592.27001953125,593.0,592.1400146484375,592.97998046875,592.97998046875,84700
2021-05-21 10:00:00-04:00,592.9793701171875,593.1898803710938,592.3300170898438,592.6400146484375,592.6400146484375,87177
2021-05-21 10:01:00-04:00,592.6300048828125,592.7103271484375,591.25,591.3001098632812,591.3001098632812,148144
